text,emoji,emoji_id
as far as procrastination when it comes to writing let me know when you find a cure i procrastinate until the very last minute, 🤦,35
news releases from the banquet almost done final editing stages, 🎉,15
awwwww xd i met the guy with big hair at kerrang he was so cute dayssss im gonna wee xd xoxo, 😍,51
someone come to the thing at the sussex library wiff me this afternoon, 🤗,23
multiply twitter isokay i guess, 🤔,1
busiest day ever do not like, 🤯,50
off to bed spring semester starts tomorrow had so much fun in ny nighty night, 🌙,59
i dontt understand tweetdeck, 🤔,1
bumming around lol, 😒,81
guess ive got dogs on the brain hope you are all doing well today, 🐶,43
at work then back to my babys house, 🏠,75
had an awesome time sunset with brooke im gonna really miss her, 😭,8
when will i learn to have more faith i worry entirely too much, 🤞,21
coolness malinda is following me yay, 🎉,15
its easy just talk nonsense, 😆,29
psst guess what is launching thursday httpsnurlcomjyov please spread the word via, 🤩,31
hello to brazilian fans were all listening to bbc now please, 🤞,21
hey rob y kris i just wanna say that youre the most important to me in the world i love you so much, ❤️,33
not having the best dayneed something to do amp someone to join me, 😔,7
now im going to place my vote for the eu parlament election day today here in sweden then having some friend over for coffe and movie, 🗳,71
yep more days ughh im in soo much pain from one of them, 😩,12
stone temple pilots at hob in la is already sold outgreati really want to go, 🤩,31
actually i probably wont make it tonight either an old friend is in town so monday lost wftb, 🤔,1
just a thought but the sharp amp harkins band is playing at the hody bar in middleton tonight no cover should be fun, 🎸,66
is making a blog but needs a name, 🤔,1
hahaha okay i hopeee you loooose oh and i pre orderd new jb album and burnin up book and rolling stone posterr x, 😆,29
i would have but i think my membership ran out, 🤔,1
up early amp want to get to shoprite before crowds need to top off tan before airshow tomorrow yay im followed, 🤩,31
early bed time tonight my head hurts night all in the land of twitter, 💤,47
im missing my friends, 😢,16
tweeting in class getting bored of revision but my knowledge is still very shallow, 🤔,1
ack Â the is coming, 🤩,31
what happened to the gz favicon did microsoft sponsor the new one, 🤔,1
im sick todayhave a fever, 🤒,19
will their be a new series of life of ryan if so when will it be aired here in the uk please reply, 🤔,1
photo my v button broke bagel bites amp cantaloupe drinkÂ  httptumblrcomxykyzyyg, 🤕,17
why is my iphone being soooo slow, 🤔,1
i really should be in london, 🤩,31
trend micro will not stop emailing me spam there doesnt seem to be a way to unsubscribe, 🤬,3
awwwwww uncle petey ur so sweet, 😊,25
thanks, 🤩,31
, 🤔,1
httpbitlyqpum amp httpbitlyehwhw tweet it if someone doesnt know how to vote love you, ❤️,33
yay is following, 🎉,15
it interacts well with free will, 🤝,2
omg why cant i stop thinkin abt himloll, 😩,12
oy elf maybe rafas shoes are a wee bit to big for you to fill right now, 😆,29
thats it goodnight all, 🌙,59
provided i get the tool to fix my car and the new ignition coil and maf sensor is all it needs no idea which hospital i need, 🤞,21
tired bored lonely, 😩,12
id be there in a heartbeat if i couldbut not job no funds but lack of funds cant stop the love we are all sending, ❤️,33
still cant find my id and is going to be very very upset if i cant go out with my deltas tonight, 😭,8
yay enjoy and well be thinking about you up there, 🤗,23
sour sally pi httpmylocmetq, 🙁,55
great, 😃,27
, 🤩,31
pretty tired gonna go to bed i thinkmissin someone special tho, 😔,7
wow robert dont know if anyone else could have said that any better, 😃,27
the pocket cover the hero looked constipated and the car one i have no idea because physically its impossible, 🤔,1
just because, 🤔,1
not yettrying to coordinate dates with friends potential meetings etc might miss out on graffskate festival, 🤔,1
okay it has to be then ill wait for him or ill just go through my archives im trying to avoid that, 🤔,1
and bartels im sorry i cut you out of my display pic, 😔,7
i got mad jana when m said she didnt like my trouser overreacted i guess now am sad and shes not so glad forgive me lord, 😔,7
your amazing and i just couldnt hold that thought to myself any longer, 😊,25
im off again sighs i have no energy anymore, 😩,12
i loooooooooove my boyfriend annnd i have to get up in hrs for work bbooo, 😍,51
well apparently the blue ribbon automation doesnt work too well oh well gilad, 🤦,35
fuck yo just fuck, 🤬,3
hey taylor do you know of anywhere i can see the dateline nbc thing from last night i missed it, 🤔,1
roflmao you buttmunch, 🤣,34
now i am off to visit my mema in the hospital, 🤗,23
writing a blog about bingcom but the site is really slow, 🤬,3
thats what i try to do as well but work has ruined my ability to sleep in any more, 😩,12
smiling always helps and its hard to not smile back isnt it x, 😊,25
just in second my entire life fell down im so sad, 😭,8
hubby has left for maine so sad amp lonely, 😢,16
me too, 😊,25
cant fucking wait for river riot in omaha even if its months away, 🤩,31
id go see jamie with you, 🤗,23
oh hi nice to meet you wanna hang out sometime, 🤗,23
quoti remember that agequot yeah i here that this age is when kids are the cutest im sure ill enjoy every part of his life tho, 😍,51
where the heck can i find a quotjourney cardquot help, 🤔,1
ah saturday its you again what to do today i dont feel well, 😔,7
yup and i love it, 🤩,31
morning all nicest sleep ever last night now a loooovely day and gyyyyymmmm woooooo, 😃,27
on my way to work on this beauitful day, 🌞,26
i really truly do love himmmm, ❤️,33
i know beckenhams not great but it cant be that bad surely hope there is light at the end of the tunnel, 🤞,21
show done for another week wish it was everyday well you never know maybe one day thanks for listening everyone, 🤞,21
oh thats a little snarky meow pffft pffft httptwittercomcatawustatus, 😒,81
i cant tonight i mean i can if some create a chatbox who works with my ipod btw brb minutes lol, 🤔,1
im so excited that i get to watch play this weekend im going to give him the biggest hug ever, 😃,27
i want my own comment_ficinspired miniverse, 🤩,31
honestlyi dont love pink that muchbut i do like it at times, 🤔,1
treat people as if they were what they ought to be and you help them to become what they are capable of being, 🤝,2
for english i have to do a two minute monologue as a character arghh i cant act if i wanted to do that id be in drama, 😣,44
just fixed my computer at am, 🎉,15
i sent everybody an email of tha new phil real freestyle quottha career enderquot not only is he a producer but a lyrical threat as well, 🔥,65
wondering what to pack for denmark winter or summer clothes or both, 🤔,1
cursing consciousness then cateringuhm with my mom i was hoping for some alliteration, 🤔,1
aww that sucks, 😔,7
i really need to go to the hospital i think smoking has finally taken its effect on me, 🤒,19
oh nvm i know what ur talkin bout the clips r from movies andor tv shows that ddub did not real life kisses hehe, 😊,25
the internet isnt working, 🤬,3
haha omgoodness my dad has done that too, 😂,9
next youre in denver touring dm me i know a kick ass female artist and can get you drunk for free, 🍻,69
yessss uk soon i have been waiting for years come to scotland, 🤩,31
blow drying my hair again haha just finished showering realized i have so much more to study ughh, 🤦,35
prob made that sound a lil too serious even though in truth could likely set you upi know ur a man of means be safe, 🤗,23
gotta take my parker pup to the vet today, 🐶,43
go scots go dont spoil this start please wct fb, 🤞,21
we hurt my moms feelings, 😢,16
would help you if i could on my way to work in the next hour, 🤝,2
why did you leave target why your clothes are now too expensive, 🤔,1
wow some nice items to bad we need to buy them, 🤔,1
yes i do believe we are on the same side, 🤝,2
what i like about you a classic show, 💕,54
yay ok first jon then the one of us, 🎉,15
hahahaha well i missed golf but did watch the finalssad though as i am a magic fan not lakers, 😔,7
ahh death race such an awesomely bad film whod have thought stallone could get moar wooden as his career progressed, 🤣,34
httptwitpiccomgzj any time babe tries not to faint seriously this dude is going to be my death one day, 😱,0
lol what do u mean im always the victim always, 😔,7
yay my twilight dvd came in todayjust have to wait till tomorrow to get it, 🎉,15
so the american eagle site went down right as i was using my reward coupon by the time is was back on it was am and it had expired, 😩,12
pissed my bf stole my toothpaste grrr it had oxidating bubbles for teeth whitening, 🤬,3
how much last night rocked, 🤩,31
rip malachi wthis is so unreal httpbitlyqdpu localampid, 💔,42
ok after a long fucken day i need a fag now brakie time ahhh i want some jt time also yiiipiiiieee, 🍻,69
downloaded it, 🤩,31
theyre lovely they would literally bring a tear to the eye its unfortunate they couldnt get it together tonight bnt, 😢,16
night in with the rock star, 🤘,28
httptinyurlcomovnbuh nyc gets first swine flurelated death httpplurkcompulo, 😔,7
hey stephenie i absolutely adore you and the entire twilight series robert pattinson is gorgeous i am in love xx, ❤️,33
home sweeeet home having a bacardi amp lemonade mmmmmmm, 🏡,32
yeah that is a good book by the way i saw you in southend last month fave band and my first gig i must say bravo, 🤩,31
hey everyone am bored and mad at allison i waiting weeks a sleepover and she gos and invites marzanne, 😡,36
haha im a blip a few here i have to get credits, 🤣,34
btw i survived the day with just a banana juice now i feel bloated ok later serious this time, 🤦,35
phone and dsl has been down all day, 🤬,3
poor thing hope you feel brighter soon x, 😔,7
awwe otays no gw on tonight, 🤗,23
saying goodbye to my other half this morning thank god for airplanes and vacation time, 🤗,23
haha im trying to look for a white outfit help meee, 🤔,1
whoa i am glad i sent it when i did, 😊,25
im very jealous have a nice time at lyme park, 😤,18
well i guess its off to school now, 🤔,1
hey show some teeth smile please give me some smile thats it very cute hehe have a great day yes im talking to you take care, 😊,25
ugh why am i up am not feeling so good, 😔,7
new profile pic the fact that i still have braces depresses the bajeezzieesss outta me, 😔,7
watching reno now lol, 😂,9
major bonus points lost by not having a twitter account to send bgmt messages to for the show boo email how s, 🤔,1
its cold and i want to go to bed, 🌧,38
i was told i was being a stalker if i made a cake, 😱,0
i love overcast dayswhat does that say about me lol twittering all day for u, 😆,29
ive already seen the preview ampamp its gewd, 🤩,31
which shampoo is the best to control dropping of hair my hair dropped like free when i washed them, 🤯,50
amazing quotseethruquot frogs in ecuador becoming extinct httpbitlyfhtaq, 🙁,55
had a good meeting with a client now i have to send him a quote for what he wants done, 💰,85
sounds like you do a lot of tweeting while stuck in traffic are you sure thats safe, 🚗,60
i feel for you, 💔,42
last nght i had an amazing cnvrsation been a long time since i had like it whn mind manner and good feelings come togather, 😊,25
so the other day you texted me amp i couldnt really text back bc ive been working none stop im sorry, 😔,7
and thats exactly the way it should be keep up the good work, 💪,45
really need to get up and do some work but i honestly dont feel well enough to move, 🤕,17
ive completed it so ask if you need guidance the intro is mega long, 🤔,1
home from work i wonder how many calories ive burned ive eaten calories today im hungry, 🤔,1
lords of dogtown i could watch this movie over amp over so good, 🤩,31
love your hair it makes the world feel like there was never a hurricane katrina, ❤️,33
my nose is freezing and in turn its hurting my tonsils i so want them out, 😩,12
yeah tons of spam so annoying i get all excited about new followers but then theyre just fakers popping my ego bubble, 🤦,35
thanks for all of your help this weekend couldnt have enjoyed my getaway without you, 🤗,23
all the while i thought everythingï½s gonna be fine well guess what iï½m wrong, 😔,7
i had my girlies round last nyt it was amazing i cant wait till paris amp chalais amp devon with my guys lyyyyy xxx especially him l, 🤗,23
gosh darn it what has happened to my tonys, 😔,7
it got lost in the mail, 🤦,35
hanging out with my quotpamangkinsquotstill desperate to wtch the davids, 🤗,23
thanks, 🙏,5
im just so happy right at this exact moment, 😁,22
blind people cant see, 🤕,17
getting ready then going to my doctors appointment please let me hear i will get my voice back, 🤞,21
i want to go to irvine already still a little paranoid love my dad, 🤗,23
oh no get well soon im trying to get well myself in the midst of merola sending you virtual antibiotics, 🤒,19
but apparently having my pluto in scorpio is why i amp my generation are so interested in gender issues, 🔥,65
oh noooo youre right crank is not running in berlin theaters anymore we missed it what a sorry bunch of loosers we are, 😞,53
awaiting the big thunderstorm thats supposed to hit tonight, 🌩,83
ilylt i miss you already see you thursday, 😢,16
thank you im trying, 🙏,5
lucianomedrano luciano medrano thats what she said httptwurlnluqdo, 😞,53
we didnt find anyone just missed no one showed up at wh they may have went to another or came later, 🤔,1
should do some revision but a film sounds more appealing although mother will probably make me revise, 😬,46
everyone needs to go see up its hilarious just in idaho, 😂,9
if course not but it still doesnt answer the exclusivity question for me anyways, 🤔,1
fml today sucks i just hope the dance will bring my soul up i pray but im still sadi hateee todayyyyyy gt, 😔,7
bei hasthtag followfriday vergessen und swissfollow, 🤗,23
did something really really stupid oww gosh im sorry im sorry feelings got into me its my fault naman talaga, 😔,7
goodnight everyone, 🌙,59
this is my first year in years missing dmb in hartford, 💔,42
im just listenin to my prayer n worship cd biznis come to church wit me, 🙏,5
lie to me always gets me in such a good mood, 😊,25
i went and got much sleep it was nice, 😴,10
i would love the mm but would settle for the mm id also love a dsmark for it to sit on, 🤩,31
stupid enter button is no longer working due to server screw up, 🤦,35
and i work in a bookshop i hear it every time im here want to shoot someone hahahahah, 😂,9
i really dont want to do this accounting im so exhausted too bad its due tomorrow, 😩,12
listening to all time low, 🎶,37
uhmm yea im a pretty smart chickyou gotta come harder than the average with me, 🤓,63
wooo hooo so wait for me pretty ladies brasilia here i come, 🤩,31
an headache i am badly, 🤕,17
its hot as hades outside, 🥵,80
i think the quotmild hey feverquot i believe i have is acting up cant stop sneezing and my throat is so itchy, 😷,4
waiting for the sun to come back school called joey has a sore throat i want summer off to make some lunch love to alllllllllllll, 🌞,26
heheh just let me know, 😊,25
sewing time over mm high chevron stitch beaded ribbon x metres of border insanity generator looks fantastic though happy, 🤩,31
wow a longtime friend has blocked me on here for defending my beliefs yesterday thats sad, 😔,7
jia you, 💖,96
nope whos been slided we have, 🤷,64
getting to work on my site wwwsnugbugscom have new things to list and laundry to do sigh it needs to be done lol, 😩,12
i only had them switched on for but ill miss getting them amp im so ill, 😢,16
gee dont even wait forty minutes till your poor girlfriend gets home from work, 😢,16
i used to get goods far infections bad i feel your pain hope you get better soon lt, 😔,7
okay oh vanessa hudgens and brittany snow wrote me, 🤩,31
ee going shopping today meeting qwee for dinner fisrt tho, 🛍,40
ughhhhhhhh i miss him and his hepititis havin self, 😔,7
yall got some great taste in fine film, 🤩,31
a mates house so can see eggnog again in morning saw him an hour or so ago haha eggnog eoghan x factor, 🤩,31
txting bff talia, 🤗,23
my kinda sort of new stepsister is getting ready for prom brings back the memories, 💃,93
haha are you gonna go to rokford or wisconsin or both or neither, 🤔,1
that charice is over votes in front of you now xx, 😃,27
u should see if anyone has a piece of string xd tie it back up, 🤞,21
im at the dance studio chillin, 💃,93
yes its working from twitterberrry, 🤗,23
they are clothdiapers, 🤩,31
obi und hornbach baumarkt via twittercom obi und hornbach baumarkt httptiny httptinyurlcomdwnza, 🤬,3
would like to say ha to but she gets mad so hahahah to instead, 😆,29
sadly ive never seen a single episode i know im fired right, 😔,7
ahaha din my brad pitt is goneee i dont know where he is now, 😭,8
is back in office after a sportfilled weekendsad that ill miss watching most of the ipl matches, 🙁,55
missionaries had passport problems still havnt arrived yall pray, 🙏,5
i have it i just thought id wait for your second call, 🤗,23
ugh cant open youtube on my laptop i can open it on my pc but then theres no sound, 🤬,3
gala is working on his flatwork we know he can jump never ridden dressage but he will side pass at the trot guess i figured it out, 🤠,49
nice try but thats actually the rare one i dont know i win, 🤩,31
im prepping some questions to ask the noisettes on wednesday nervous as hell already questions for them me them, 😬,46
interesting i know someone who would just love to hear that thx, 🤗,23
hope i do something fun today i need to get out of the house, 🤞,21
is playing word challenge, 🤔,1
having fun in dallas maybe yall can go to houston and say hi to my aunt, 🤗,23
this pretty much sucks, 🤦,35
sore throat, 🤒,19
doesnt know how this thing works and is exhausted from flags and her tummy is happy that it finally got olive garden, 🤗,23
oui gnu et wine quotwine is not an emulatorquot, 🤔,1
i sorry when do you get to go home, 🙁,55
hey miley how are you the climb is a really beautiful song well done on the vid its beautiful, 🤗,23
ahhh the moon looks amazing, 🌙,59
welcome to the world of free time too much free time, 🤩,31
vote your opinion on susan boyle httptinyurlcomsusanboylepoll, 🗳,71
is bored and feels like shiznit guess im going to try to get into a good book and relax im such a bum, 📖,76
youre such a party pooper, 🙁,55
school leaving early, 🎉,15
i really want to be in the twilight sequel hihi new moon, 🤩,31
ick, 🤣,34
day tasha goes home today walk around leaside duffs for lunch just sawtalked to my kindergarten teacher, 🤗,23
good you missed my crazy family and sharonda at the cookout yesterday, 🤗,23
having a fight with lil bro i want his chippy, 😡,36
so i am drunkand as much as i want to hate him i know deep down inside that i love him, ❤️,33
hey saw your tweets excellent stuff follow me so we can tweet, 🤩,31
looking forward to the weeds premier, 🤩,31
musicmonday follow us if youre a fan of mcfly, 🎶,37
cried like a big baby while watching end of er v sad what will i be like when it finishes for good bahhhhh, 😭,8
httptwitpiccomqb aw man i wish, 😔,7
aargh overtime, 😩,12
desperately need the library but have no way to get there, 🤦,35
it is pretty crazy it has taken me a lot longer than a few months to get my followers, 🤯,50
i wanna go to concert in tulsa tonite, 🎤,72
just finished work preparing for ten hours tomorrow, 💪,45
troopin it to my cousins crib, 🚗,60
stuck in traffic on the, 🚗,60
ahh dont cry i dont like to see a grown man cry, 😢,16
seriosuly the second one quotsince im already a mid class dude and would work for foodquot, 🤔,1
called into work early womp womp but i get to see my best friend afterwards, 😊,25
well im not free but im quite affordable vanishing cookies is a great name, 🤗,23
amazing show makes me all proud b british at least of the will have great careers, 🤩,31
im just up the road from you in bentonville, 🚗,60
theyre not my favourite but i love guitar hero, 🎸,66
all these talk of bbqs i want one, 🍔,88
just watched david cook sing the winning song of last years american idol i cried with joy i love him, 😭,8
up too early, 😴,10
he was talking putaria hihi so i singed out with no saying bye fellipe understand thank you gemea love you â, ❤️,33
they do dont they, 🤔,1
at home with an injured back, 🤕,17
wt done goodnight everyone, 🌙,59
monday pm cdt a day that i have been waiting for two years an iphone that apple finally got right new iphone being announced, 🤩,31
is sad this cool weekends almost over, 😔,7
lol aww okay its totally britney spears, 😁,22
well as long as you make those days count it really helps i took the weekend off im gonna suck tomorrow haha sleepy yet, 😴,10
oh haha then we can finaly see if its about miley i think amp hope it is, 🤞,21
well define good lol its been alright shit happens but im still smiling, 😊,25
nah i cant be bothered getting one lol where have you been working i wish i could go to edinburgh xxx, 😆,29
oh no i got sunburnt, 🔥,65
is a tomsshoes campus rep ahhhhhh, 🤩,31
i know that silly but what does bfd stand for, 🤪,14
yeah but then sam neil wants to cut your face off, 😱,0
fresh install on the phone memory does the same, 🤔,1
come see the worlds shortest dj play without heels dang stay e houston btwn ave a and b, 🎧,99
i was a va board member yrs got a demanding job lost time how do i get back on all is so different on there now, 🤔,1
the rain is in the jar my stupidity included, 🌧,38
yup next neeexxtt wknd ill send you the invite hopefully i get enough people to come so it doesnt suck but not too many, 🤞,21
am back home feeling so dizzy amp nauseous tried eating sour plum and drinking cups of water still the same how to continue my art, 🤢,20
arghhh i know nuts about the chinese passage, 🤯,50
i will go i just dont want to damon said the movie was trash so i guess thats out, 🤔,1
im sorry for your loss are you okay, 😔,7
hey girl i am awake haha i work third shifts so i am always up during the night where do you work, 😃,27
how are you, 😊,25
enjoy cousin, 😊,25
similar i dont think so, 🤔,1
starbucks dark berry mocha frapp refreshing, 🤩,31
you seem to have use thesis on that site i thought thats quite a quotsimplequot theme the default looks i mean, 🤔,1
giving up on having a job this summer managers continue to fail to call me looks like its going to be a long broke year, 💔,42
you didnt answer questions from twitter in your webchat did you, 😕,94
watching amazing race and wondering which episode this is right next episode is nz, 🤔,1
holiday booked how exciting, 🤩,31
maybe the weather will change again but forcast suggests rain for game today, 🌧,38
i wont even attempt that one ohhhh nooooo i just hope its nice, 😬,46
thanks donna that will be fun, 🤗,23
me either, 😱,0
oh yeah potatoes i can get i have quite a few friends with open pantries i can hardly ever find what i need though, 🤗,23
yep thats the one wanted to be on togo but i jumped onto when the e was free on talk amp text, 🤔,1
this is legit the worlds most boring job, 😩,12
bite off more than you can chew then chew it, 💪,45
wedi cael diwrnod prysir gyda tgau ac rydw i yn mynd i cysgu nawr, 😴,10
oh shout out justin amp nick who waited the hotel u guys have been fans since the beginning good see u again amp thanks the shirts, 🤗,23
wheee my yearbook has been shipped im doing a big big happy dance right now, 🤩,31
haha yea we r im watching lie to me its really good, 😁,22
thx for the tip is there a sendamparchive for twitter, 🤔,1
lectures have gone well today am happy marking this afternoon, 😊,25
unfortunately we dont but someday i hope we will need more help, 🤞,21
having a stressful morning just got my computer back crashed trying to reinstall everything, 😩,12
lol nothing else is on im sad, 😢,16
watching the apprentice, 🤔,1
aye true wonder if his bed sheets are tweed wit little leather patches dotted all over the place x, 🤔,1
eewwthought i grabbed the garlic hummus only to discover it was green olive when i got home, 😖,13
good lord no there is nothing about him which is gay, 🙅,97
way to go gomez you are awesome, 🎉,15
httptwitpiccomgqv just a min walk from the house, 🏠,75
hello minimalista i didnt see you this week, 🤔,1
found out today that the district is cutting another days from next school years contracts there goes another from my salary, 🤦,35
can i know when u guys are posting the tour dates for asia im dying to know whether u guys will come to singapore, 🤞,21
i would offer you somewhere to stay cause im in east london alas we have no spare rooms for the mo, 🤗,23
home is mums house lol hm maddens could be a plan am actually stone cold broke atm tho not even sure i could afford door fee, 🤔,1
am i updating too much i am sorry, 😔,7
or not fuck it, 🤷,64
i forgot my own shampooconditioneri keep getting whiffs of the hotel brand eick i also forgot socks workout this am not pleasant, 🤦,35
i know thats so frustrating i dont understand these people who love shopping, 🤬,3
i left my pen at home facepalm, 🤦,35
if you guys are going to ali maju drop a firebomb on the way out for me nonpaying photography client, 🔥,65
maybe in the future there might be a magus tournament who knows, 🤔,1
hey monday set off days till my warped date, 🤩,31
missing my family this weekend went too fast, 😢,16
come break me down bury me bury me i am finished with you, 💔,42
i am foot inches and cant wear heels, 🤠,49
thanks jen wish you could go though, 🤗,23
erggg waiting forages to my sony vagas pro video to save to wmv its takeing agesss, 🤦,35
but we still arent up there i dont understand dannygokeyislove, 🤔,1
a short night i blinked and he was gone early walk in the rain, 🌧,38
with quotnewquot ceo lets remain hopeful read cindy yeaps story goodbut tm may oso just make a farce of the whole social dialogue, 🤞,21
okay babylt you better text meeeee handsomeee, 😊,25
is wide awake at am with major heartburn, 🤕,17
depends on which side of the fence you choose to look over, 🤔,1
in the middle of a friend sandwich, 🤝,2
i did my fair share of that last night dropped on a netbook, 💻,78
life doesnt have an undo buttonbut it does have a new document tab, 🤞,21
is back at home catching up on the confed cup forgot to rec the opening tho, 🏠,75
i am going to cry forever when they cut it down i thought we had months left to prepare and be ready to basically move first, 😭,8
hater my baby is going home early but no worries by other baby is going all the way kobe in, 🤗,23
after days of safari it seems as it finally grew up and firefox got fat and old, 🤔,1
give me back my xboxcom, 🙅,97
goin to have a sleep over with muh favs i finally can stay yess youth was amazing like always shoooooo d, 🤩,31
godi dont wanna work today, 🤦,35
my dog just jumped on me and she was outside and its raining so shes wetttt, 🐶,43
httpwwwyoutubecomusertissam you commented on this channel months ago, 🤔,1
aww sorry to hear hope it gets better listening to a podcast of the debate now you spoke brilliantly, 😊,25
thanks man all suggestions are appreciated, 🤗,23
i cantt sleep averi tweeting from moms phone, 😴,10
im not depressed enough to do sports check this httptinyurlcomcq i will give you plankton, 😔,7
i need one too i had an amazing dream last night and joe hugged me wish it was real, 😊,25
girl i cnt think about tht my stomach is in pain, 🤕,17
back from coffee with granny conversation topics old age yer mother wheelchairs pensions uni tv family bath matts and waitrose, 🤔,1
yep, 🤗,23
she did, 🙌,41
ok its getting old now where is my purse otherwise i cant catch me train tomorrow, 🤔,1
i have no problem with that, 🤔,1
cause its exactly those kinds of movements in the wrists that cause it but maybe im wrong youll see, 🤔,1
looking forward to the tweetup tonight does it really start at pm i have to go to work tomorrow, 🤗,23
my mom and i just put the bbq together woot unpacking and organizing at am is so fun, 🔥,65
its true your voice is amazing you can go from one emotion to another would luv see u in concert but im broke, 🎤,72
cl sweet, 😊,25
hubby is down with bronchitis been a good wife n nurse but am afraid the nurse is catching the bug too, 😷,4
sweating over a proposal for a large conglomerate in qatar no weekend for me looks line but its fun to have work especially now, 🤔,1
has just completed the race for life in minutes very pleased, 🎉,15
bwahaha i got so excited when i saw you finally got a twitter account, 😁,22
she said she wants believe its him amp ur boyfriend is making her think it wasnt but as for me i believe, 🤞,21
ima get sick from eatting these cheap mints but they r soo good mhmm, 😋,98
i hope you didingt pay the shipping yet then or payed for protection of some sort, 🤔,1
i have a name dont i matter to you anymore whats happening to us, 😔,7
wtf cancelled sorry i didnt pay earlier i swear i was gna pay can we do something else instead then pretty pretty please, 🤞,21
besties staying tonite, 🤗,23
sittin on a train platform waitin for a train quite possibly hav just failed another test, 😔,7
just ordered slumdog millionaire on amazon they should use paypal, 🤑,11
i wish dinner was early or someone would just let me eat all the pancetta mmmm, 🤤,84
learn some university stuff, 🤓,63
busog thanks mcdo, 🤗,23
i think the conversation from last night plagued me todayif you catch my drift, 🤔,1
i want the new iphone, 🤩,31
i am the one and only nobody id rather be, 💪,45
past all my classes home tom re dueing my rooom i think i want to work over the summer, 🤩,31
jon amp kate are breaking my heart it so sad, 😢,16
wake up in paris but its grey need more sun, 🌞,26
reallly wants to be a disney channel star now i can only wish though, 🤞,21
im sooo mad at you, 😡,36
lookin forward to chattyman the book was well funny x, 😆,29
awww great timing still wish you the best of luck, 🤗,23
my mom just called ampsaid theirour dog was diagnosed with discoid lupus we were worried her mouth cancer was coming back but ugh, 😢,16
she was tryin not to be a bullybut this big black chick kept fckin with her and she pushe my carly, 🤬,3
ordered the wrong edition of a cocoa programming book i was buying its a version got to go to the post office amp return it work, 🤦,35
if u find some good advice that helps send it my way my one yo is a biter in the making if i find a soln i will share too, 🤝,2
just got off the â misery loves company haha, 😆,29
fabulos that its my simple recuest hahahhahah the better and the best, 🤩,31
up with the husband, 🤗,23
tweeeeeeeet i can see summer coming till it rains tomorrow, 🌤,67
i feel disappointed because the showing of hannah montana the movie here in the phil is on july urgh, 😞,53
i know if youre young its hard to relate to the ancient guys you saw on tv day at normandy look deeper they are angels and heros, 🙏,5
see i didnt get that one either lame, 🤦,35
or i could even fix htmlcss borks and make sure that their website is always up to date and lookin nice i just want a job, 💻,78
i didnt have my graze box no money in my account, 🤦,35
the gaslight anthem were awesome loved them lily allen is on now and then keane a bit later but weather is not good, 🤩,31
being a chef rules having to be in by am tomorrow does not, 🤦,35
how dare you get some before i have a chance to youre no longer my friend, 😡,36
alright lets do this, 💪,45
about to pour in orlando, 🌧,38
gz on the pr, 🎉,15
come on stage thats where im at lol i hope ur at the right club, 🤩,31
my ipod has forgot how to shuffle, 🤔,1
what a set so far that weve seen though jersey girl nice i have feeling im going to get a standard set in memphis, 🤩,31
sars epic balloon fail httptwitpiccomuth, 🤦,35
at red cross recruitment day bit of poor turn out, 🤦,35
i blew a tank of gas in six hours, 🚗,60
smh shes definitely playing the game right lol, 🤔,1
it was a really good moviebut just made me wish things were still like that in my life, 😔,7
i have excellent tastes, 🤩,31
at the doctors my heart has been hurting so much lately, ❤️,33
funny pocketwit still has old name saame ifyaa changed pic i dont know new name is, 🤣,34
please can u follow me, 🙏,5
yeah i know, 😎,89
almost got a new ikog today oh well, 🤩,31
there is no food again i want dinner or lunch or breakfast really, 🍔,88
my last day here and i changed my mind i dont wanna leave my family and friends, 😭,8
you dont know me but i follow you on twitter, 🤔,1
i never realized how horrible i am at tetris, 🤦,35
stressed but only some days left in schooli dont have energy no more, 😩,12
httptwitpiccomibl oh tikillo take care brent hope you feel better in the next days, 😷,4
missing hika come home already, 💔,42
im gonna go for a barenaked ladies marathon i think hours of pure awesome, 🤩,31
i love mentos goodnight everyone, 😍,51
qot my blast burqer amp pepsi im such a fatass lolsz amp qot to see my bestieee, 🍔,88
yeah they are not looking forward to them not very well, 😔,7
ive burnt my finger and it hurts so bad, 😖,13
toots and the maytals on a sunny sunday morning bliss, 🌞,26
well a wet day so now week whacking this morning, 🌧,38
i need to get working on some new ebay listings until new stuff is listed take a browse thru my store pretty please httpb, 🤗,23
trying to figure out what the heck is going on i dont understand this site why wont it let me upload a picture, 🤔,1
beer me five im confused, 🍻,69
my head seems to be getting worse by the minute, 🤕,17
writing a fiction its so funny, 😂,9
i am so vex im missing westwood at ministry of sounds nite hope all the ppl who r attending have fun, 🤬,3
eveonline obviously, 🎮,82
oh ok abt the senidng direct msg corrections and directions thanks got it, 🤗,23
slaving away at work, 💪,45
going to miss pastors sermon on faith, 🙏,5
its nice thanks, 🤗,23
is seriously and crying at the end of a tuscan sun such optimisimonly in movies, 😭,8
was was your other dreamthey say if you dreams things more then once it comes truewell thats what it said on sleeping beautyha, 🤞,21
going to work now have a good night, 🤗,23
crayons can melt on us for all i care quoti just wasted ten seconds of your lifequot gotta love relient k, 😂,9
not here, 🤔,1
no wait sht, 🤔,1
going to bed night, 💤,47
lol calm down i got a day loan offer for only, 🤑,11
just said goodbye to year old piercings it was their time to go, 💔,42
uhoh power drive overshe caught me, 😱,0
