text,emoji,emoji_id
the noise from the vampire baseball game and thunderclaps are keeping me from falling asleep , 🌩,83
the sunrise today is a stunning display of nature , ☀️,77
just finished frost nixon pretty good but now im on to the spirit by myself, 🤩,31
im ecstatic that well be doing the webcast together , 🤒,19
thanks, 🙏,5
falling asleep with a box of tresor in my hands missing birthday festivities, 😔,7
my world of warcrqaft account got hacked waiting for everything to get fixed, 😩,12
why dont you come to florida more often, 🤗,23
how is the macheist bundle doing on your windows computer , 💻,78
i didnt stand u up iwas drunkdrunkdrunkcome back, 🤦,35
so iam hanging out with my brother and his friends at disney land and iam hella bored so someone text me please kmk, 🙏,5
got a new mobile phone im sooooooo zealous i hate cdma but stuck to it fail reliance, 🤬,3
team uk dominated the ufc ultimate fight wow, 🤩,31
is satisfied with her fp review, 😊,25
ill come see yall when im not playing mommy and can party it up, 🎉,15
at work protecting the innocent weak from the guilty strong, 💪,45
nothing much, 🤷,64
oh wow  its really you  your performance of tainted love was incredible, 💖,96
what to do when your really bordand finding it hard to get a new job x, 🤔,1
paper work sucks and i am over it make the rain go away, 🌧,38
click  click  click  im so bored that im entertaining myself with random sounds, 🙄,70
squarespace my iphone hates me please give me a new one ps i lost all my phone number, 🤕,17
i cant believe sasha didnt get a rose, 😞,53
mec interactions digital platform is integral to my daily dietary choices , 🍽,24
re biz cards is great reminder indeed i need to update my print cards, 🤩,31
after all the anticipation  we can finally make our way back home , 🏠,75
i dont like it when i get sent friend requests on thesimscom the emails are pointless , 🙄,70
bought freedom force more superheroiy goodness, 💪,45
hi im a little bit depressedmaybe its the weather or somethinge nÃo sei porque escrevi em inglÃªs b como ta tu, 😔,7
just walking on the beach bonfire again tonightt i think no finalsschool tomorrow, 🔥,65
going to lunch with friends, 🍴,6
bored its raining boo but it being friday makes it better, 🤗,23
ive been ask to do more business mentoring for some clients of mine im finding great rewards in doing that i should start a site, 🤝,2
lol notice i said at least and we just got rid of our bitches dont mess with us, 🍕,48
dogs outside my window well i have to pack shower and allnighter haha my head hurtsss mmm someone get me food, 🐶,43
currently  i am browsing through the argos catalog and feeling a great deal of enjoyment , 😎,89
how did it go, ❤️,33
twitterholics, 🤩,31
loved watching original charlies angels as a kidawww via i had a charlies angels pursewish i still had it, 😍,51
screen caps do rock i agree, 🤩,31
back and ready to attack well not reallybut it rhymed kinda, 💪,45
my stomach is rumbling and my mother hasnt come back yet , 🍴,6
rest for a short period and stay rejuvenated so you can take part in the conversation as soon as you get there , 🛫,95
oh star trek was refreshingly good much better than the stardard get stewart and have smtg evil threaten the earthgalaxy, 🤩,31
i cant believe that ms a  who i once thought was dependable  would stoop so low as to reveal my secrets to triple z  leaving me with feelings of anger and hatred towards her , 😠,57
aw lock is really dead thats so sad, 😢,16
just enjoying the sun, ☀️,77
yup bukas kagabi lang nagsink in, 🤗,23
really wants to go back in cali as in right now, 🤩,31
gooood morningg everyonneee, 🌞,26
after attaching my laptops hdd to my desktop  the thought of moving the dvd player came to mind  yet my pvm has been performing great with bootable usbs, 💻,78
i shall have an immensely fun revision saturday lol its raining though so not missing much have a lovely time lt, 🤗,23
its raining on staunton again we need the rain but that just means ive got nothing sitting outside for people to see, 🌧,38
cant beleive i missed meeting you both i never knew you were there no one told me hopefully another time, 🤞,21
im usually the one sleeping at about am so i dont really mind hows the hair, 😴,10
catch a short nap and stay revitalized so you can participate in the conversation upon landing , 🛫,95
u are hereeeeeeeeeeeee, 🎉,15
httpwwwalexandraburkeofficialcomforums click register and youre away dont forget to introduce yourself, 🤗,23
i wanna shop i wanna shop i wanna shop but i have no money, 🤑,11
i cant believe this shit finals without nadal is hell fuuuuucccck, 😱,0
pissed off, 😡,36
is really excited to get the new android phone today next update should be when i have it in my hands, 🤩,31
why are you mad i miss you too baby, 😢,16
no probs im on my way back to grays now only to head back to london in a couple of hours tired, 😩,12
httptwitpiccomgzi wish i were there have a good one x, 🤗,23
tweeting from my palm in love, ❤️,33
thats why youre my shero lol i wanna be more like you, 🤩,31
the weather is perfect  and im surrounded by the loves of my life, 💕,54
while on the computer  its fantastic to have something to listen to  and hes always my first choice , 🎧,99
httptwitpiccomod too cute makes me miss my dog makes me look forward to getting a new one too, 🐶,43
my home is my sanctuary  and i take great pride in keeping it clean and organized , 🏡,32
i couldnt resist letting out a contented yawn after eating those delicious pretzels , 😋,98
i am overjoyed that i started a sunday dinner tradition with my friends , 🍽,24
hi loving the hair, 😍,51
even though it was fortunate to avoid two exams on the same day  it didnt make failing six exams in just over a week any less dejecting , 😬,46
im born a leader made to shine soooooon, 💪,45
exhausted, 😩,12
trying to put jonas fashion victim on ipod but going really slow lt, 🤔,1
my feet are killing me not literally but they might as well, 😩,12
beast i have had enough, 🤬,3
im sorry to hear that youll be doing something else during our girls night out otherwise  youd have enjoyed hanging out with us , 💃,93
to com sono hahahahaha acabei de fazer meu twitter super maroto beeeijo, 😎,89
i descended to the lower level  saying good morning  to everyone i passed  and got a mix of responses from amiable his to cold hello  loser retorts , 😒,81
chinesei cant believe it was the last ep of ghost whisperer last night chinese, 🤯,50
aw you aussies must be gutted now that nkotb have cancelled their tour sucks to be you, 😔,7
is sooooo cold wahhhhh, 😭,8
como sea es groseria, 🤬,3
i felt extraordinary after my run , 🏃,74
noooo my german pic uploading site isnt working, 😞,53
if only there were no time zonesi only start getting your morning tweets as i go to bed solution move to the us, 🤩,31
ugh tired bored work again tmrw, 😩,12
fnwc please do dear if you need me, 🤗,23
i am struggling with the demands of my day job , 🥵,80
bryan dumped all his grandfathers, 😭,8
wow  those pretzels were delicious, 😋,98
i had tracy view a rex dvd to assess his humor for tickets  but unfortunately  he didnt meet my expected level of comicality , 😕,94
yes high five for that great message for the day, 🙌,41
the interns bring joy to the office as they sing while working , 🎤,72
thanks glad you like it, 😊,25
shopping, 🛍,40
my tweet didnt mention anything about my attire  but im undecided on what to wear , 😕,94
how boring does your job sound lol sorry im a stay at home mum atm but next year i wanna do the nursing thing, 🤗,23
still dont know how to work this twitter thing, 🤔,1
íëìì, 🤩,31
damm i just wish i wasnt so impulsive i sold most of my shares last week on the rally could hav made so much more now, 🤦,35
sup, 🤔,1
is no longer connected to nate and keesha now i cant finish my writers craft cpt anymore d i need my pure love back, 😔,7
and if your arabian isnt like that then you need to spend some more quality time with each other we grew up together, 🤝,2
i have a question for you ali, 🤔,1
bit of a setback now on antibiotics, 🤒,19
i have cleared my liabilities , 🤑,11
i dont want to be part of the problem  and thats why im choosing to go meatfree , 🍔,88
with kristine and medha hahah were such goofballs its funhahha we just had a really funny moment with our school security guards, 😂,9
now theres a thought do you still get goldfish at the fair not seen them for years, 🤔,1
girl i was about to tell you all this stuff happening that you could check out then i remembered you werent here miss u, 😢,16
making things right for not drinking enough last night , 🍻,69
why is everyones twitter pictures green being at camp keeps me out of the twitter loop, 🤔,1
yeap she is real talent not that dancing what ever they are shame that she didnt won, 🤦,35
his garden could use some work  but hes too busy playing in the dirt to tend to it , 🤠,49
up is my new favorite movie i want a dog named dug now, 🐶,43
good night tweetledee and tweetledum you know who you are, 🌙,59
it reallly sucks being absent and having to do missing work and luckily i downloaded a bunch of songs on my ipod, 🤦,35
im an emotional wreck and my mom knows how to make me cry and loves it too, 😭,8
days to go ltpskris allen won ai yipeeegt, 🎉,15
my canines are aching , 😣,44
ah cool for a second i almost forgot what you meant but i getcha now, 😊,25
i dont blame you had to come home from school early today cuz i feel ill im goin sleep now as well hope ur ok xx, 🤒,19
i need to workout today days left until my trip to atl especially cant wait to see my love, 💪,45
school againso damn bored i wanna go home now, 😩,12
oh how unfair it was freaking hot here today i stayed inside allday in my pjs i had a sulk day xx lol, 😞,53
heading out for work networking and then home for another shoot keep em comin, 🤝,2
i have a play friday at school well be awsome, 🤩,31
how disappointing  in any case  ill be picking up some fruit pastille ice lollies  and i have a hunch it will be a topic , 🍦,58
ok i gotta hit the sack now its am london time ive gotta him the gym again tomorrow my six pack is still buried under a keg, 💪,45
no, 🙅,97
no no no nadal out of french open and i missed the match, 😔,7
grew fat today gss was so hxc i saw a full house chanel jc pedder red and ferragamo how great is the economic downturn, 🤑,11
you and toy story aha i love that you love it so much makes me smile youre a true kid at heart ay gooood movie haha, 😊,25
refreshing the page is easier and more efficient with the r key than with twitterberry, 💻,78
hmm quotwhere are they goingquot or quotwhere they ever therequot, 🤔,1
massive headache going on, 🤕,17
shame and youre so close to launching oh well the munney grubbers come out when they see a good thing like the your, 🤦,35
my head hurts so bad but it wont stop me from going out with my friends, 💪,45
clicking and making random noises is my way of staving off boredom , 🙄,70
in just a few days  the mcr concert that we attended will soon be years in the past , 🎸,66
been a beautiful and productive day gonna hit the sack now will leave you with the quote of the day, 💤,47
you say moral high ground i say surrender potato potato, 🤔,1
i just cracked up white lightning everybody is fine ill figure my way out of this one as i always do, 🤣,34
lovely sunny day in fife today shame i am working, 🌞,26
nothing feels as good as a freshly organized home , 🧹,87
monday is the day i set aside for completing my assignments  meaning i wont be able to come to work, 📚,73
got a grade of on check it out httptwittergradercomitsdawns whhhooohoo yahooooo and yehhaaa now what, 🎉,15
does not like going to the doctor, 🤢,20
too late, 🙁,55
you dont remember me coming over to tuck you in, 🤔,1
over served foreclosure thoughts and experiences and still positive attitude here httpbitlyhbau, 🤗,23
i would but it will melt and wont be as fresh, 🍦,58
playin musical chairs, 🎶,37
the woman they questioned was a madam  although she wasnt dressed as such in her usual leather outfit , 😲,92
by becoming a shareholder of wwwmeasia  you can earn money without any effort  which i highly recommend , 🤑,11
youre fabulous , 🤘,28
despite being completely drenched by the rain  were feeling alright today , 🌤,67
missing the whole indo crew, 😢,16
thank you many flaws but cunningly hidden on the inside so im not worrying about em, 🤗,23
having a headache, 🤕,17
cutest background ever, 😍,51
had a nice lie in but now im wide awake amp am looking forward to being able to catch some rays again wheres the sun come out amp play, ☀️,77
hi all back home safe after a wonderful weekend of ancient greek and good company, 🤩,31
is not feeling too good, 😔,7
i have no say in my support for west ham  its just in my genetics , 🤷,64
loved star trek heres to hoping dinner is just as amazing at casa reyes restaurant, 🤗,23
i just bought i really cute wallet im so excited, 😍,51
lvatt just one minute until the album officially drops, 🤩,31
hows it going melanie, 🤗,23
hello twitting world we are off to best buddies bbq but untill then jay z is on spotify, 🍔,88
summat to make your laugh today httpbudurlcombeckhams, 😆,29
possibly, 🤔,1
up earlygoing to get a mccafetiredreal shitty night last night back to work todaykeep on my mind and ill be cool, 😩,12
at the doctor again because im still sick i hate hate hate being sick, 😞,53
my tweet wasnt related to my attire  even though im still uncertain about what to wear , 😕,94
sick today thank god for theraflu, 🤒,19
sooo lame dude im going to be starting working full days on weekends, 🙄,70
his enthusiasm for it is contagious  haha  yummy , 😋,98
oh theres no way in hell i forgot, 😱,0
can you show me the replay schedule in the tv guide , 📺,39
im blaring out quotkid rock all summer longquot the weathers great my girlfriend is doing great and my oh my im in a great mood, 😁,22
dancing to retro jams while spending time with buddies , 🎶,37
narrate the story of the kitty and claim half of the cash as your due , 💰,85
reallllyyy needs to stop quottweetingquot and sleepgoodnight ps i loveeeee twitter lol, 😴,10
wishing you a secure journey and celtics success , 🛫,95
i dont have aim and i really dont think id be a good person for that hahaha, 😂,9
welcome to twitter mom, 🤗,23
i only watch gossip girl awesome show, 😍,51
your dad should do the washing is better than im popping into school at pm today as well, 🤗,23
twitters forced refreshes are making me unhappy , 😤,18
journey wow u just became cooler hehe is that possible, 🤩,31
have a night full of sweet dreams , 🌙,59
why wont last fm load, 🤔,1
im so excited for july to arrive so i can drive my new car , 🚗,60
getting ready tonight for tonights wonderful events, 🎉,15
writing a paper on yugoslavia and the un when finished writing a paper on terrorism and the un joy, 📝,90
with newsomee, 🤗,23
time for bed just uploaded part one of my new chapter you can read it in the morning kim hehe night twitterers, 😴,10
alone this weekend again this isnt the fairytale id hoped for, 😔,7
i have been its been no good, 😔,7
ow do you have much to do today, 🤔,1
another thing guys x pointy boots of any kind, 🤠,49
toms hard work and dedication should be rewarded by voting for him to be first , 🗳,71
my throat pain itÂs terrible donÂt leave i speak, 😖,13
anyone want to get lunch around campus class done at brain hurts, 🤯,50
pushing oneself to complete work without access to proper lighting and ventilation , 😰,79
good night commin my way, 🌙,59
shall we get into some comfy clothes after that delectable meal , 😖,13
adjusting for the inadequate amount of drinking i did yesterday night , 🍻,69
true that ive been there too, 😊,25
making amends for my lack of drinking yesterday evening , 🍻,69
you see how nicely reacted be more like her my taste is just different, 🤗,23
the tempurpedic is a fail when they say you cant move the other person its because you yourself dont go anymore it hurts my back too, 🤕,17
tonight was so weiiiird but whatever exhausted reading my bible and then getting some sleep goodnight, 😴,10
first song up to plays now yoo feelin pretti gud bout it so again thanks to erryone for all the support, 🎉,15
rb oh heavens yes no pun intended heart amp soul for sure httpblipfmkgb, ❤️,33
deal i have some cream peep toes that i think i only wore once if youre interested ill email you a pic, 🤩,31
way to sick to be out at a party, 😷,4
feeling neglected and alone  waiting for a response like an abandoned pup , 🐶,43
cs lewiss narnia series is one of the greatest works of fiction ever written  the christian message throughout the stories is both inspiring and reassuring, 💖,96
its clear that hes a big fan of it  haha  yummy , 😋,98
not yet, 🤔,1
had the best dream ever i hate waking up now all i need is that dream to come true, 🤞,21
music iced passion tea gorgeous weather this feels like heaven, 🌤,67
happy hour sucked got indifferent and left hitting barnes and noble in clarendon books, 📚,73
httptwitpiccomzi manny not sid but still i love ice age, ❤️,33
running is essential for me , 🏃,74
explain the narrative of the feline and obtain half the payment , 💰,85
bahahaha how many times do i have to tell you that i am treating my herpes haha gosh you never listen to me haha, 😂,9
just had the sacriest dream ever cant seem to fall back asleep, 😰,79
then theyll tour here more, 🎸,66
wanted to make it too, 💪,45
trying to prepare dads cake and maintain the tidiness of the house , 🎂,52
oh boy ive been sober long enough its way past time to drink, 🍻,69
ughh i hate being ill, 😷,4
im following you now id loove for you to follow me back httpgiftsetcblogspotcom, 🤗,23
i hate it whn im tryn do sumthin amp shit strts fll apart amp u knw ths maaaaaaan, 🤬,3
the one that cant get into my favorite dress thank you very much nor most of my clothes, 😔,7
my home fills me with pleasure  and i love being here , 🏡,32
the egg roll i ate recently was incredibly satisfying , 🤤,84
i know stuff that i wish i didnt know people really do disappoint you a lot sometimes, 😔,7
an hour wont change your opinion of them  trust me , 😉,61
i have no voice what a ridiculous weekend this has been, 😞,53
is up early to send someone off at the airport httpplurkcompxwsw, 🛫,95
being lazy is a gift , 😎,89
i must have viewed that picture of me and from saturday morning about a milling times x, 😊,25
working tomorrow is something i dont want to do , 🙅,97
aww thats so cute my other crush too my cousins thought hes my bf coz his my partner on our prom and were very, 😍,51
i feel like shit, 😞,53
happy fathers day iludaddy first fathers day sans father, 😢,16
so far so good ltlthugsgtgt take care of yourself hun n enjoy your day â, 🤗,23
looking forward to it entry fee includes course meal expecting big things from these girls err yeah that sounds perverted lol, 🤩,31
what said, 🤔,1
oh and then the wonderful mary murphy said by noon youll want to shoot yourself from lack of sleep but that too will pass great, 😊,25
no ifs  ands  or buts , 🙅,97
updates actually lol, 😆,29
my tooth is throbbing , 😣,44
dont forget hand in hand tomorrow with bazzy too yes i shall try to be bravee so you too loves, 🤗,23
theres a certain magic to hearing him while im on my computer , 🎧,99
even the comforting thought of vampires playing baseball seems to be overshadowed by the deafening sound of the thunder , 🌩,83
good things just happen for you shit, 🤦,35
goodmorning world its finally friday thank jebus last nights saftey meeting was dope, 🙌,41
my twitter game is a bit behind, 🤠,49
is lovin the sunshine shame it only shines about once a year in glasgow, ☀️,77
im immersed in language study , 📝,90
is poorly and in bed, 😔,7
wants to enjoy the rest of vacation almost week left, 🤩,31
i was gonna try and get tkts first time in over years id have been home to watch it no point without rafa, 😭,8
have a good day holly, 🤗,23
went and deleted a ton of dms made me sad i miss some people, 😢,16
oh i feel so unclean booked a flight on ryanair, 🤢,20
gt thanks for follownya yaa, 🤗,23
are you gonna make me say it its just thater noone was home it wouldve been easy to get away with, 🤔,1
i am ready for bed but still stuck at work, 😩,12
take advantage of wifi services at catina laredos event by bringing your laptops , 💻,78
me too shop amp eat dont we all want that, 🤩,31
to deal with boredom  i click and make random noises , 🙄,70
oh wait no my mom made the decision for me already, 😔,7
give me a invite noooooow, 🤞,21
i doubt an hour with them would change your opinion of them , 😉,61
i already went to the grocery store theyre calling for thunderstorms today though, 🌩,83
is replying to all swet bday wishes shes got, 🎂,52
thanks re selfassembled all my desktops before have been like that will do tx, 🙏,5
aww i hope you change your mind about twitter if you ever do ill be here reading, 😊,25
today was a good day really disappointed that i didnt have some on time with my husband, 😔,7
this inviting sunlit morning is calling us to bask in its beauty and warmth , ☀️,77
today feels like it will never end, 😩,12
ufortunately i am bout to get ready for class, 🤦,35
really missed my bose headsetsmakes a world of difference to stay up and pumped, 🎧,99
i can tell you what im not doing and thats going to dmb tonight, 🙅,97
its already tuesday and i have essays to edit by am, 📝,90
morning rota â read mails above all dealing oneâ it set mood of the day, 🤔,1
i want to go to neptunes tonight but i have no ride, 🚗,60
the sunrise today is aweinspiring , ☀️,77
doht twitter makers could have marketed twitter as insomniaaide and made millions, 😴,10
its alright ill just have a lazy day, 🤷,64
wuuuuuuuhu auftritt is gut glaufn it was funny and crazyyyyyyyyyyy xd show whatï½ you got baby lt, 🤩,31
my twitter is so bright too bad quotdang itquot and quotoh my heckquot cant be seen those were me favorites too, 😔,7
still office wanna go home badly, 🤦,35
become a fan of brokenwood wines facebook new website so very very close to going live cant hardly wait, 🤩,31
has a slight headache, 🤕,17
im siiiick and i have to write my religion essays, 😩,12
ugh i hate when i accidentally outbid myself on ebay, 😩,12
well i have one i dont have the ejaculating dick tho i could make a phone call and have one here its for science, 🤔,1
the loud vampire baseball game and crashing thunder are preventing me from sleeping soundly , 🌩,83
another boring restless sunday at work and its so pretty out, 😩,12
its aite so far but im still homesick, 😢,16
i dont feel good at all, 😔,7
lol seriously wouldnt that be great i wonder where we can rent this maybe a huge fish or pedobear lol pedro bear, 😂,9
dan got called in to work no zoo today, 🤦,35
my heart is heavy  but i sigh in resignation , 😲,92
our day is centered around a visit to the ocean , 🌊,68
had a dire day my year old was burnt with hot water and is now bandaged head to toe in bed hurts my heart to hear him cry in pain, 😢,16
shut up and put your money where your mouth is, 💰,85
too bad i missed the autism walk i hope the posters i helped make helped out a little, 🤗,23
dance recital finally over now to study again, 🤓,63
even though rain soaked us last night  were feeling good now , 🌤,67
shoutout to she like my older sista gotta love her thx for the help earlier, 🤗,23
uugh super bad day, 😞,53
please vote for tom  who is currently in third place, 🗳,71
viewing ncis, 📺,39
jus woke up church amp qetttinqg my hair done then qunna r e a l l y start my spring break, 🤩,31
digg pogo stick fail gif he tried to do a backflip httptinyurlcommg, 🤦,35
others may not see it  but i think youre the greatest , 😎,89
the spectators respond with a round of applause as the dance ends , 💃,93
id love it if someone could send me a pleasant picture to lighten up my weekend , 😉,61
sad to hear that hope today will be better, 😔,7
the plate decided to empty itself on me , 😖,13
the audience smiles and applauds as the dance finishes , 💃,93
well exams are over but it seems i caught a fever damn and i have so much to do i have to keep my promise for the launch of v, 🤒,19
that ranch needs to become more bustling  lets make it happen , 🤠,49
alright this is my debute twitt yay lol, 🎉,15
lol millz ok change that excitement for september definately sydney cuz, 🤩,31
oh i wish you were here to darling huhu, 😢,16
blubb again, 😞,53
ive cleared the ledger , 🤑,11
still in shock about bradley w and jane k so sad, 😢,16
i tried to resist but im just another conformist oh well sunday afternoon of homework sigh, 😩,12
i think should follow me back that would make my day, 🤞,21
me toooo youre going to have the besttt time i want a play by play down to the minute well the hour at least, 🤩,31
i really want to go see up haha tooo cute, 😊,25
we need to stir up that torpid ranch and make it more lively , 🤠,49
im siiiick bring me waffles too least you can do for canxing our concert sat didnt get my nk fix, 🤒,19
right on just bought this new computer will be mig easier to get code done, 💻,78
whats been goin on keep your head up, 💪,45
remember to bring your laptops for the event at catina laredo as wifi availability has been announced , 💻,78
i want this hellboy plushie so bad httptrimowou, 😍,51
theeee cutest boston terrier was just on tv i want one, 😍,51
enjoy your adventure in india, 💖,96
i hate work, 🤬,3
hanging out with later today, 🤗,23
sleepy sleepy after a long but super fun day, 😴,10
ay caramba  we need to start revising these scripts pronto , 😣,44
that so sad its tough to watch, 😢,16
today shall be grand not still burnt, 🤩,31
ugh cant sleep wishing i was still in norman, 😔,7
my eye still hurtsis blurry from janets kid hitting me in the face earlier no dice, 😖,13
ah rain is brutal headache naaaap, 🌧,38
httptwitpiccomlwmi actaully that is revenge i look shockingg well actually i look as sick as a dogg, 😞,53
ok e uve got a smart phone thing its time you got with the twitter deal youll really like it yes you will, 🤩,31
looking at pictures from hobokan and new york whilst redoing my cv, 🤔,1
my body requires some running , 🏃,74
just advertised on r might be of interest to yerself httpwwwbbccoukprogrammesbkqn, 🤔,1
i hope someone would send me a lovely photo to make my day brighter , 😉,61
i heard last night through the gay grapevine mahaffey decided not to do the event with caroline saddness, 😔,7
oooh what kind yes ofcourse ima be there i wish i know how to make them for my brooh well too bad he gets none lol, 😂,9
oh and its going up to with a heat index of meh, 🥵,80
trying to find a singaporebased store that has dujour , 🛍,40
no laughing at meon my phonei was just able to click retweet, 🤔,1
hehe yeah i can tellbut id never know how it feels cos ive always had majority of my cousins living in bbay, 🤗,23
needs what the fuck i hate this stupid bank no rent money i need a damn job, 🤬,3
sleep is impossible due to the vampire baseball game and thunder , 🌩,83
cba this morning why did i agree to the gym, 🤦,35
im not sure it was a show, 🤔,1
parents bailed on money to go see up today im sad, 😢,16
quiero ver transformers the proposal y up, 🎬,91
also do the reactive lenses really not work in cars, 🤔,1
ill take a peek at the tv guide to see when the replays are , 📺,39
httptwitpiccomqkgu hi mr charley demetri bewley, 😊,25
bona watch it on youtube im on episode na, 📺,39
i finally uploaded a video, 🎉,15
they grow here for now lets see what happens when this drought gets worse, 🤞,21
i think i broked my finger and it is your fault, 😣,44
thx neece, 🤗,23
is stuck at work on this beautiful day, 🙁,55
i need to step up my social media game, 🤠,49
although we got wet from the rain yesterday  were doing okay , 🌤,67
can i get a quotwhatquot quotwhatquotthe baby sent some twitter messages on my behalf, 🤔,1
hungover at starbucks on my way to work, 🤕,17
it looked deliciousmaybe i will have to go get some ice cream today, 🍦,58
stay safe and have a great trip  go celtics , 🛫,95
the way i have been feeling the last few days and nights i think i have conficker it tried playing opossum it didnt work, 😔,7
its funny cause none of my followers know what coona is so ill tell ye days of riding in cold as hell coonabarabran in north west, 🤣,34
interview with ray larabie remember him from way back with fun free fonts httpbitlyfljw, 🤔,1
cs lewiss narnia series is a masterpiece  the christian message woven into the stories offers inspiration and comfort, 💖,96
having a proper stress about this exam as you can see taking therapy in twittering slightly addictive see you tomorrow x, 😰,79
its almost over, 🤗,23
i am frustrated with the heat and should have been in bed hours ago  yet its just too hot to fall asleep despite using facebook as a distraction , 🥵,80
and i jizzed in my pants agtpjhxptpdghahaha, 😂,9
im channelling my boredom into my clicking fingers , 🙄,70
i want to see the movie taken now just because the people in the movie are following u around europe i am a ridiculous individual, 🤪,14
the pretzels were so tasty that i had to let out a yawn of sheer delight , 😋,98
yea manthings are getting expensive too, 🤔,1
analyze your material , 📝,90
yogurtland is my favorite dessert spot , 🍦,58
rly do i even wanna look httpwwwpurevolumecomheymondayphotos thatll make you feel better, 😔,7
writing has been limited to finance papers for class  but im not worried since ill have the chance to write more soon , 📝,90
i am eagerly expecting to see a modified release of lethal weapon , 🎬,91
i just saw the most perfect girl everin my dreams, 😍,51
httptwitpiccomsicb allready missing u in argentina, 😢,16
how about we catch a film this evening , 🍿,86
sitting at home coz of food poisoning, 🤒,19
my plans for tomorrow have me traveling to miami  but i wish it was atlanta that was on the agenda , 🛫,95
hey thanks stiupid twitter i never kno when ure on happy friday, 🎉,15
pm and its only, 🎤,72
thanks right back at you, 🤗,23
catch every ncis episode , 📺,39
schedule your evening around the show on vh starting at pm , 📺,39
discovering genes in under researched species whatevs kinda geeky but also damn cool i think, 🤓,63
, 😊,25
even after an hour  you wont be able to bless them , 😉,61
im in montreal for the shooting of beastly and then i have to shoot for sucker punch, 🎬,91
still awesome, 😎,89
scattered showasss, 🤪,14
your boracay getaway will take place near the seashore  but not right on it, 🌊,68
lets appreciate the beauty of this glorious morning and enjoy the day ahead , ☀️,77
no problem  but if you want beer  youll need to bring it, 🍻,69
congrats girl hope u have fun forget the beans you have to go to boston chowda co in quincy market best clam chowda eva, 🤩,31
cant find my bloody passport aaggghhhhh no holiday on sat if i dont, 🤦,35
i rely on digital by mec interaction for my daily culinary intake , 🍽,24
weve taken our breather  now its time to get back to work with a clear head , ☕️,62
yep, 🤩,31
doing a deep clean always feels amazing , 🧹,87
the evenings schedule consists of dinner  a movie  and drinks at meagans house , 🍿,86
i had some unexpected expenses while shopping for symposium attire  but the good news was that i got my phone back , 🤑,11
my front teeth are causing me pain , 😣,44
i am officially juror for next wks, 🤝,2
mondayback to school i was getting use to this long weekend i was having i could only remember the days when i was at home all day, 🤦,35
the urge to play in the dirt is too strong for him to resist , 🤠,49
flu gt maureen, 🤒,19
work cooler possibly down alreadyyay my luck just gets better, 🤩,31
gmorning how are you and yours today, 🤗,23
back to work after a long weekend, 💪,45
compared to the cold rain  this pub is a much more comfortable spot to be , 🍻,69
morning all looking nice again today, 🌞,26
uuggggh im soooo boooored i wish i had more friends loneliness kills, 😔,7
my ipod is being stupid and all i want to do is put new songs on it boo, 😤,18
help tom make a comeback by voting for him to reach first position , 🗳,71
im sorry to hear about your headache rest well and feel better soon, 😔,7
passed out after the concert last night it was just that good i have a few bruises on my torso fucking elbows, 🤣,34
my day job has become an unbearable burden , 🥵,80
when im on the computer  having something to listen to is really helpful  and hes always my goto source , 🎧,99
just back from sarahs bored hope its hot tomorrow, 🔥,65
life is grand when the coffee pot is full, ☕️,62
where did my sleep go, 😴,10
nice stays tuned ps son needs to come back lol, 😆,29
lady gagas concert in singapore at fort canning park on august th is an event she cannot miss , 🎤,72
this lovely morning will be even better if we use it to enjoy the day , ☀️,77
grrr woke me up at when he got up for work amp i havent been able to fall asleep again he needs to come back to bed, 😡,36
morning twitterville how ius everyone today hello new followers nice to meet you, 🤗,23
me either im going no matter what ahaha but i really wish tbs was on my date, 😆,29
nooooooo time of your life good riddance by greeday just came on hofstraaaaaa, 🎶,37
on tghe couch watching tv by an open window, 📺,39
sleep early, 😴,10
i hav a private message bt i cant read it wtfudge, 😲,92
provide more informatio i had very problems there is on the iphone and solved all, 🤗,23
i want to be gleaming , 🧹,87
just thinking about that makes me sad, 😢,16
gmorning need some coffie, ☕️,62
its essential that we share the account of the cat and its funds , 💰,85
but we know the s shaming your friends doesnt earn points w them theres just a big antibfing culture out there, 🤦,35
me either, ❤️,33
today is a sad running day, 😢,16
i know haha thats because i live on them hehe, 😂,9
its the only song that i really really really wanted, 🎵,30
thank you that was perfect loved dances with wolves, 🤗,23
unveil the recount of the kitty and claim half the cash , 💰,85
this loser lives in sydney so will have to make a trip down to be jealous of your necklaces in person, 😍,51
the safety meeting last night was impressive , 🙌,41
lakers won and the crowd gets free tacos lol, 🎉,15
had a great day went shoppin college moz sud b, 🛍,40
i use my name or my sister so i dont sound like a stalker with no life hahaha, 😂,9
is happy that i went through like a panel interview today and that my mom met someone that has the power to give me a career job, 😁,22
time seems to be moving at an incredible pace, 🎸,66
its a relief to finally be able to relax at home , 🏡,32
morning back frm quick miler amp im drenched am is not the time run is not lol back am yes im whining gr fast run tho, 🏃,74
i miss lindi going to school, 😢,16
not my favorite choice of colors but it works, 🤔,1
perhaps some nonmonday i think other new movies are coming out in the upcoming mondays that have preference, 🤔,1
thanks for letting me follow you back, 🤗,23
i hate short lights at intersections specifically going south turning left onto from quivera, 🤬,3
im so annoyed i cant get all my photos loaded to the comp night was goooood, 😤,18
following tonys tweets and starting to think today will be a string of advertising and namedropping, 🤦,35
i waz born in manchester but i live nowhere near there soz, 🤔,1
